OID,Name,NCI Codelist Code,Data Type,Order,Term,NCI Term Code,Decoded Value,Comment,IsNonStandard,StandardOID,Term Date Published,Term Status,Term Ext Code ID,Term Submission Value,Term Synonym,Term Definition,Term Preferred Term,CL Extensible,CL Date Published,CL Status,CL Ext Code ID,CL Submission Value,CL Synonym,CL Definition,CL Preferred Term
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,100,HRV,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000085,HRV,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,89,GNQ,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000133,GNQ,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,101,HTI,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000106,HTI,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,24,BGR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000158,BGR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,102,HUN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000124,HUN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,52,CPV,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000179,CPV,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,73,FIN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000169,FIN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,57,CYM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000035,CYM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,103,IDN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000135,IDN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,51,COM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000065,COM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,25,BHR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000091,BHR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,104,IMN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000153,IMN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,5,ALA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000181,ALA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,69,ESH,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000215,ESH,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,6,ALB,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000182,ALB,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,94,GUF,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000171,GUF,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,58,CYP,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000101,CYP,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,16,AUT,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000080,AUT,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,91,GRD,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000076,GRD,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,15,AUS,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000072,AUS,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,14,ATG,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000053,ATG,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,59,CZE,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000102,CZE,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,13,ATF,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000039,ATF,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,90,GRC,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000068,GRC,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,60,DEU,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000057,DEU,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,12,ATA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000052,ATA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,61,DJI,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000112,DJI,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,18,BDI,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000166,BDI,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,62,DMA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000113,DMA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,11,ASM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000184,ASM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,50,COL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000064,COL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,56,CXR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000054,CXR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,92,GRL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000075,GRL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,10,ARM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000063,ARM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,19,BEL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000100,BEL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,64,DOM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000121,DOM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,9,ARG,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000062,ARG,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,93,GTM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000087,GTM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,65,DZA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000183,DZA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,20,BEN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000111,BEN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,8,ARE,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000279,ARE,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,66,ECU,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000122,ECU,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,67,EGY,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000131,EGY,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,55,CUW,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000094,CUW,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,68,ERI,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000140,ERI,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,7,AND,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000043,AND,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,63,DNK,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000103,DNK,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,105,IND,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000134,IND,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,17,AZE,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000081,AZE,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,47,COD,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000073,COD,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,79,GAB,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000047,GAB,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,44,CHN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000046,CHN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,75,FLK,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000152,FLK,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,45,CIV,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000084,CIV,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,106,IOT,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000148,IOT,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,26,BHS,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000082,BHS,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,76,FRA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000170,FRA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,43,CHL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000045,CHL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,107,IRL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000144,IRL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,29,BLR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000099,BLR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,77,FRO,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000160,FRO,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,28,BLM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000254,BLM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,49,COK,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000074,COK,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,48,COG,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000066,COG,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,108,IRN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000142,IRN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,78,FSM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000146,FSM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,46,CMR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000168,CMR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,74,FJI,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000161,FJI,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,80,GBR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000185,GBR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,81,GEO,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000056,GEO,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,35,BRN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000149,BRN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,37,BVT,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000139,BVT,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,34,BRB,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000098,BRB,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,33,BRA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000147,BRA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,32,BOL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000120,BOL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,30,BLZ,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000110,BLZ,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,38,BWA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000138,BWA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,84,GIB,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000067,GIB,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,85,GIN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000096,GIN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,39,CAF,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000036,CAF,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,88,GNB,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000104,GNB,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,83,GHA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000058,GHA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,40,CAN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000178,CAN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,87,GMB,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000048,GMB,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,82,GGY,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000095,GGY,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,41,CCK,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000055,CCK,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,42,CHE,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000238,CHE,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,31,BMU,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000118,BMU,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,27,BIH,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000130,BIH,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_ETHNIC_GSKC66790VD1,Ethnic Group,C66790,text,2,NOT HISPANIC OR LATINO,,,,,STD.CT.SDTM.20240329,2025-03-04,Draft,C41222,NOT HISPANIC OR LATINO,,"A person not of Cuban, Mexican, Puerto Rican, South or Central American, or
                            other Spanish culture or origin, regardless of race. An arbitrary ethnic classification.
                            (NCI)
                        ",Not Hispanic or Latino,No,2025-04-02,Draft,C66790,Ethnic Group,Ethnic Group,"A social group characterized by a distinctive social and cultural tradition
                        maintained from generation to generation, a common history and origin and a sense of
                        identification with the group; members of the group have distinctive features in their way of
                        life, shared experiences and often a common genetic heritage; these features may be reflected in
                        their experience of health and disease. (NCI)
                    ",NULL
CL_ETHNIC_GSKC66790VD1,Ethnic Group,C66790,text,4,UNKNOWN,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C17998,UNKNOWN,U; UNK; Unknown,"Not known, not observed, not recorded, or refused. (NCI)",Unknown,No,2025-04-02,Draft,C66790,Ethnic Group,Ethnic Group,"A social group characterized by a distinctive social and cultural tradition
                        maintained from generation to generation, a common history and origin and a sense of
                        identification with the group; members of the group have distinctive features in their way of
                        life, shared experiences and often a common genetic heritage; these features may be reflected in
                        their experience of health and disease. (NCI)
                    ",NULL
CL_ETHNIC_GSKC66790VD1,Ethnic Group,C66790,text,3,NOT REPORTED,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C43234,NOT REPORTED,Not reported,Not provided or available.,Not Reported,No,2025-04-02,Draft,C66790,Ethnic Group,Ethnic Group,"A social group characterized by a distinctive social and cultural tradition
                        maintained from generation to generation, a common history and origin and a sense of
                        identification with the group; members of the group have distinctive features in their way of
                        life, shared experiences and often a common genetic heritage; these features may be reflected in
                        their experience of health and disease. (NCI)
                    ",NULL
CL_ETHNIC_GSKC66790VD1,Ethnic Group,C66790,text,1,HISPANIC OR LATINO,,,,,STD.CT.SDTM.20240329,2025-03-04,Draft,C17459,HISPANIC OR LATINO,,"A person of Mexican, Puerto Rican, Cuban, Central or South American or other
                            Spanish culture or origin, regardless of race. (NCI)
                        ",Hispanic or Latino,No,2025-04-02,Draft,C66790,Ethnic Group,Ethnic Group,"A social group characterized by a distinctive social and cultural tradition
                        maintained from generation to generation, a common history and origin and a sense of
                        identification with the group; members of the group have distinctive features in their way of
                        life, shared experiences and often a common genetic heritage; these features may be reflected in
                        their experience of health and disease. (NCI)
                    ",NULL
CL_RACE_GSKC74457VD1,Race,C74457,text,2,ASIAN,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C41260,ASIAN,,"A person having origins in any of the original peoples of the Far East,
                            Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India,
                            Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam. (FDA)
                        ",Asian,No,2025-04-02,Draft,C74457,Race,Race,"Terminology codelist used to identify the race of an individual within the Clinical
                        Data Interchange Standards Consortium Study Data Tabulation Model.
                    ",NULL
CL_RACE_GSKC74457VD1,Race,C74457,text,8,WHITE,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C41261,WHITE,,"Denotes a person with European, Middle Eastern, or North African ancestral
                            origin who identifies, or is identified, as White. (FDA)
                        ",White,No,2025-04-02,Draft,C74457,Race,Race,"Terminology codelist used to identify the race of an individual within the Clinical
                        Data Interchange Standards Consortium Study Data Tabulation Model.
                    ",NULL
CL_RACE_GSKC74457VD1,Race,C74457,text,7,UNKNOWN,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C17998,UNKNOWN,U; UNK; Unknown,"Not known, not observed, not recorded, or refused. (NCI)",Unknown,No,2025-04-02,Draft,C74457,Race,Race,"Terminology codelist used to identify the race of an individual within the Clinical
                        Data Interchange Standards Consortium Study Data Tabulation Model.
                    ",NULL
CL_RACE_GSKC74457VD1,Race,C74457,text,6,OTHER,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C17649,OTHER,Other,"Different than the one(s) previously specified or mentioned. (NCI)
                        ",Other,No,2025-04-02,Draft,C74457,Race,Race,"Terminology codelist used to identify the race of an individual within the Clinical
                        Data Interchange Standards Consortium Study Data Tabulation Model.
                    ",NULL
CL_RACE_GSKC74457VD1,Race,C74457,text,5,NOT REPORTED,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C43234,NOT REPORTED,Not reported,Not provided or available.,Not Reported,No,2025-04-02,Draft,C74457,Race,Race,"Terminology codelist used to identify the race of an individual within the Clinical
                        Data Interchange Standards Consortium Study Data Tabulation Model.
                    ",NULL
CL_RACE_GSKC74457VD1,Race,C74457,text,3,BLACK OR AFRICAN AMERICAN,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C16352,BLACK OR AFRICAN AMERICAN,,"A person having origins in any of the black racial groups of Africa. Terms such
                            as ""Haitian"" or ""Negro"" can be used in addition to ""Black or African American."" (FDA)
                        ",Black or African American,No,2025-04-02,Draft,C74457,Race,Race,"Terminology codelist used to identify the race of an individual within the Clinical
                        Data Interchange Standards Consortium Study Data Tabulation Model.
                    ",NULL
CL_RACE_GSKC74457VD1,Race,C74457,text,1,AMERICAN INDIAN OR ALASKA NATIVE,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C41259,AMERICAN INDIAN OR ALASKA NATIVE,,"A person having origins in any of the original peoples of North and South
                            America (including Central America), and who maintains tribal affiliation or community
                            attachment. (FDA)
                        ",American Indian or Alaska Native,No,2025-04-02,Draft,C74457,Race,Race,"Terminology codelist used to identify the race of an individual within the Clinical
                        Data Interchange Standards Consortium Study Data Tabulation Model.
                    ",NULL
CL_RACE_GSKC74457VD1,Race,C74457,text,4,NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C41219,NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,,"Denotes a person having origins in any of the original peoples of Hawaii, Guam,
                            Samoa, or other Pacific Islands. The term covers particularly people who identify themselves
                            as part-Hawaiian, Native Hawaiian, Guamanian or Chamorro, Carolinian, Samoan, Chuu. (FDA)
                        ",Native Hawaiian or Other Pacific Islander,No,2025-04-02,Draft,C74457,Race,Race,"Terminology codelist used to identify the race of an individual within the Clinical
                        Data Interchange Standards Consortium Study Data Tabulation Model.
                    ",NULL
CL_AGEGR2C_S4040020VD1,Pooled Age Group FDA ,S4040020,text,,>=65 years,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300307,>=65 years,,,,Yes,2025-04-27,Draft,S4040020,,,,
CL_AGEGR2C_S4040020VD1,Pooled Age Group FDA ,S4040020,text,,Between 18 and 65 years,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300306,Between 18 and 65 years,,,,Yes,2025-04-27,Draft,S4040020,,,,
CL_AGEGR2C_S4040020VD1,Pooled Age Group FDA ,S4040020,text,,<=18 years,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300305,<=18 years,,,,Yes,2025-04-27,Draft,S4040020,,,,
CL_AGEGR1C_S4040018VD1,Pooled Age Group EudraCT ,S4040018,text,,>=18-64 years,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300302,>=18-64 years     ,,,,Yes,2025-04-27,Draft,S4040018,,,,
CL_AGEGR1C_S4040018VD1,Pooled Age Group EudraCT ,S4040018,text,,>=65-84 years,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300303,>=65-84 years       ,,,,Yes,2025-04-27,Draft,S4040018,,,,
CL_AGEGR1C_S4040018VD1,Pooled Age Group EudraCT ,S4040018,text,,>=85 years,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300304,>=85 years      ,,,,Yes,2025-04-27,Draft,S4040018,,,,
CL_AGEGR1C_S4040018VD1,Pooled Age Group EudraCT ,S4040018,text,,Adolescents (12-17 years),,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300301,Adolescents (12-17 years),,,,Yes,2025-04-27,Draft,S4040018,,,,
CL_AGEGR1C_S4040018VD1,Pooled Age Group EudraCT ,S4040018,text,,Children (2-11 years),,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300300,Children (2-11 years),,,,Yes,2025-04-27,Draft,S4040018,,,,
CL_AGEGR1C_S4040018VD1,Pooled Age Group EudraCT ,S4040018,text,,In Utero,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300296,In Utero               ,,,,Yes,2025-04-27,Draft,S4040018,,,,
CL_AGEGR1C_S4040018VD1,Pooled Age Group EudraCT ,S4040018,text,,Infants and toddlers (28 days-23 months),,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300299,Infants and toddlers (28 days-23 months),,,,Yes,2025-04-27,Draft,S4040018,,,,
CL_AGEGR1C_S4040018VD1,Pooled Age Group EudraCT ,S4040018,text,,Newborns (0-27 days),,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300298,Newborns (0-27 days),,,,Yes,2025-04-27,Draft,S4040018,,,,
CL_AGEGR1C_S4040018VD1,Pooled Age Group EudraCT ,S4040018,text,,Preterm newborn infants (gestational age <37 weeks),,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300297,Preterm newborn infants (gestational age <37 weeks),,,,Yes,2025-04-27,Draft,S4040018,,,,
CL_AESEV_GSKC66769VD1,Severity/Intensity Scale for Adverse Events,C66769,text,3,SEVERE,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C41340,SEVERE,3; Grade 3,"A type of adverse event that interrupts usual activities of daily living, or
                            significantly affects clinical status, or may require intensive therapeutic intervention.
                        ",Severe Adverse Event,No,2025-04-02,Draft,C66769,Severity/Intensity Scale for Adverse Events,Severity/Intensity Scale for Adverse Events,"A scale that defines the degree or state of disease existing in a patient as a
                        result of the occurrence of an adverse event. (NCI)
                    ",NULL
